trainee,id,cat,subcat,grade
1,3,학력,출신 학교 수준,C
1,3,학점,출신 학교 수준,C
1,3,경력,총 경력 연수,E
1,3,경력,직무 연관성,A
1,3,경력,성과 및 기여도,B
1,3,교육이력,전문교육 수료 여부,B
1,3,교육이력,기업 내 교육 참여,E
1,3,교육이력,자기개발 노력,A
1,3,자격증,직무 관련 자격증 (적합도),A
1,3,자격증,자격증 수준,A
1,3,자격증,자격증 최신성,C
1,4,학력,최종 학위 수준,C
1,4,학력,출신 학교 수준,C
1,4,학점,출신 학교 수준,B
1,4,경력,총 경력 연수,D
1,4,경력,직무 연관성,A
1,4,경력,성과 및 기여도,C
1,4,교육이력,전문교육 수료 여부,C
1,4,교육이력,기업 내 교육 참여,C
1,4,교육이력,자기개발 노력,B
1,4,자격증,직무 관련 자격증 (적합도),B
1,4,자격증,자격증 수준,B
1,4,자격증,자격증 최신성,A
1,5,학력,최종 학위 수준,D
1,5,학력,출신 학교 수준,E
1,5,학점,출신 학교 수준,C
1,5,경력,총 경력 연수,C
1,5,경력,직무 연관성,B
1,5,경력,성과 및 기여도,A
1,5,교육이력,전문교육 수료 여부,E
1,5,교육이력,기업 내 교육 참여,E
1,5,교육이력,자기개발 노력,E
1,5,자격증,직무 관련 자격증 (적합도),C
1,5,자격증,자격증 수준,E
1,5,자격증,자격증 최신성,E
1,6,학력,최종 학위 수준,C
1,6,학력,출신 학교 수준,B
1,6,학점,출신 학교 수준,B
1,6,경력,총 경력 연수,E
1,6,경력,직무 연관성,A
1,6,경력,성과 및 기여도,B
1,6,교육이력,전문교육 수료 여부,C
1,6,교육이력,기업 내 교육 참여,E
1,6,교육이력,자기개발 노력,A
1,6,자격증,직무 관련 자격증 (적합도),B
1,6,자격증,자격증 수준,B
1,6,자격증,자격증 최신성,A
1,7,학력,최종 학위 수준,C
1,7,학력,출신 학교 수준,B
1,7,학점,출신 학교 수준,B
1,7,경력,총 경력 연수,C
1,7,경력,직무 연관성,A
1,7,경력,성과 및 기여도,A
1,7,교육이력,전문교육 수료 여부,C
1,7,교육이력,기업 내 교육 참여,E
1,7,교육이력,자기개발 노력,A
1,7,자격증,직무 관련 자격증 (적합도),A
1,7,자격증,자격증 수준,A
1,7,자격증,자격증 최신성,A
1,8,학력,최종 학위 수준,C
1,8,학력,출신 학교 수준,C
1,8,학점,출신 학교 수준,B
1,8,경력,총 경력 연수,E
1,8,경력,직무 연관성,C
1,8,경력,성과 및 기여도,B
1,8,교육이력,전문교육 수료 여부,C
1,8,교육이력,기업 내 교육 참여,E
1,8,교육이력,자기개발 노력,E
1,8,자격증,직무 관련 자격증 (적합도),C
1,8,자격증,자격증 수준,C
1,8,자격증,자격증 최신성,A
1,9,학력,최종 학위 수준,C
1,9,학력,출신 학교 수준,B
1,9,학점,출신 학교 수준,A
1,9,경력,총 경력 연수,D
1,9,경력,직무 연관성,C
1,9,경력,성과 및 기여도,B
1,9,교육이력,전문교육 수료 여부,B
1,9,교육이력,기업 내 교육 참여,E
1,9,교육이력,자기개발 노력,A
1,9,자격증,직무 관련 자격증 (적합도),B
1,9,자격증,자격증 수준,B
1,9,자격증,자격증 최신성,A
1,10,학력,최종 학위 수준,C
1,10,학력,출신 학교 수준,C
1,10,학점,출신 학교 수준,C
1,10,경력,총 경력 연수,C
1,10,경력,직무 연관성,D
1,10,경력,성과 및 기여도,B
1,10,교육이력,전문교육 수료 여부,B
1,10,교육이력,기업 내 교육 참여,E
1,10,교육이력,자기개발 노력,A
1,10,자격증,직무 관련 자격증 (적합도),C
1,10,자격증,자격증 수준,C
1,10,자격증,자격증 최신성,A
1,11,학력,최종 학위 수준,B
1,11,학력,출신 학교 수준,B
1,11,학점,출신 학교 수준,A
1,11,경력,총 경력 연수,D
1,11,경력,직무 연관성,A
1,11,경력,성과 및 기여도,B
1,11,교육이력,전문교육 수료 여부,B
1,11,교육이력,기업 내 교육 참여,B
1,11,교육이력,자기개발 노력,A
1,11,자격증,직무 관련 자격증 (적합도),A
1,11,자격증,자격증 수준,A
1,11,자격증,자격증 최신성,A
1,12,학력,최종 학위 수준,C
1,12,학력,출신 학교 수준,B
1,12,학점,출신 학교 수준,C
1,12,경력,총 경력 연수,E
1,12,경력,직무 연관성,A
1,12,경력,성과 및 기여도,B
1,12,교육이력,전문교육 수료 여부,B
1,12,교육이력,기업 내 교육 참여,D
1,12,교육이력,자기개발 노력,A
1,12,자격증,직무 관련 자격증 (적합도),A
1,12,자격증,자격증 수준,A
1,12,자격증,자격증 최신성,A
1,18,학력,최종 학위 수준,C
1,18,학력,출신 학교 수준,C
1,18,학점,출신 학교 수준,D
1,18,경력,총 경력 연수,E
1,18,경력,직무 연관성,B
1,18,경력,성과 및 기여도,B
1,18,교육이력,전문교육 수료 여부,B
1,18,교육이력,기업 내 교육 참여,D
1,18,교육이력,자기개발 노력,A
1,18,자격증,직무 관련 자격증 (적합도),C
1,18,자격증,자격증 수준,C
1,18,자격증,자격증 최신성,A
1,19,학력,최종 학위 수준,C
1,19,학력,출신 학교 수준,B
1,19,학점,출신 학교 수준,C
1,19,경력,총 경력 연수,D
1,19,경력,직무 연관성,A
1,19,경력,성과 및 기여도,B
1,19,교육이력,전문교육 수료 여부,B
1,19,교육이력,기업 내 교육 참여,E
1,19,교육이력,자기개발 노력,A
1,19,자격증,직무 관련 자격증 (적합도),C
1,19,자격증,자격증 수준,C
1,19,자격증,자격증 최신성,A
1,20,학력,최종 학위 수준,C
1,20,학력,출신 학교 수준,C
1,20,학점,출신 학교 수준,B
1,20,경력,총 경력 연수,C
1,20,경력,직무 연관성,A
1,20,경력,성과 및 기여도,B
1,20,교육이력,전문교육 수료 여부,B
1,20,교육이력,기업 내 교육 참여,E
1,20,교육이력,자기개발 노력,A
1,20,자격증,직무 관련 자격증 (적합도),B
1,20,자격증,자격증 수준,B
1,20,자격증,자격증 최신성,A
1,21,학력,최종 학위 수준,C
1,21,학력,출신 학교 수준,C
1,21,학점,출신 학교 수준,B
1,21,경력,총 경력 연수,D
1,21,경력,직무 연관성,C
1,21,경력,성과 및 기여도,A
1,21,교육이력,전문교육 수료 여부,B
1,21,교육이력,기업 내 교육 참여,E
1,21,교육이력,자기개발 노력,A
1,21,자격증,직무 관련 자격증 (적합도),B
1,21,자격증,자격증 수준,B
1,21,자격증,자격증 최신성,B
1,22,학력,최종 학위 수준,C
1,22,학력,출신 학교 수준,C
